id,idade,raca_cor,sexo,identidade_genero,orientacao_sexual
956,62,Branca,Masculino,Homem cisgenero,Heterossexual
957,50,Branca,Masculino,Homem cisgenero,Heterossexual
958,40,Parda,Masculino,Homem cisgenero,Gay
959,41,Preta,Masculino,Homem cisgenero,Heterossexual
960,24,Preta,Masculino,Homem cisgenero,Heterossexual
961,21,Branca,Masculino,Homem cisgenero,Heterossexual
962,27,Parda,Masculino,Homem cisgenero,Heterossexual
963,37,Branca,Masculino,Homem cisgenero,Heterossexual
964,65,Parda,Masculino,Homem cisgenero,Heterossexual
965,52,Parda,Feminino,Mulher cisgenero,Heterossexual
966,41,Parda,Masculino,Homem cisgenero,Heterossexual
967,19,Preta,Feminino,Mulher cisgenero,Heterossexual
968,22,Preta,Feminino,Mulher cisgenero,Heterossexual
969,28,Preta,Feminino,Mulher cisgenero,Heterossexual
970,29,Preta,Masculino,Homem cisgenero,Heterossexual
971,32,Preta,Masculino,Homem cisgenero,Heterossexual
972,49,Parda,Masculino,Homem cisgenero,Heterossexual
973,43,Preta,Masculino,Homem cisgenero,Heterossexual
974,52,Branca,Masculino,Homem cisgenero,Heterossexual
975,42,Preta,Feminino,Mulher cisgenero,Heterossexual
976,44,Parda,Masculino,Homem cisgenero,Heterossexual
977,38,Branca,Masculino,Mulher transexual,Heterossexual
978,49,Branca,Feminino,Mulher cisgenero,Heterossexual
979,27,Parda,Masculino,Homem cisgenero,Heterossexual
980,22,Parda,Masculino,Homem cisgenero,Heterossexual
981,35,Parda,Masculino,Homem cisgenero,Heterossexual
982,46,Preta,Masculino,Homem cisgenero,Heterossexual
983,66,Preta,Masculino,Homem cisgenero,Heterossexual
984,27,Parda,Masculino,Homem cisgenero,Heterossexual
985,37,Parda,Masculino,Homem cisgenero,Heterossexual
986,30,Parda,Masculino,Homem cisgenero,Heterossexual
987,31,Parda,Masculino,Homem cisgenero,Heterossexual
988,40,Parda,Masculino,Homem cisgenero,Heterossexual
989,57,Parda,Masculino,Homem cisgenero,Heterossexual
990,49,Branca,Masculino,Homem cisgenero,Heterossexual
991,74,Branca,Masculino,Homem cisgenero,Heterossexual
992,46,Preta,Masculino,Homem cisgenero,Heterossexual
993,68,Preta,Masculino,Homem cisgenero,Heterossexual
994,45,Parda,Masculino,Homem cisgenero,Gay
995,40,Parda,Masculino,Homem cisgenero,Gay
996,32,Parda,Feminino,Mulher cisgenero,Heterossexual
997,30,Branca,Feminino,Mulher cisgenero,Heterossexual
998,41,Parda,Masculino,Homem cisgenero,Heterossexual
999,30,Amarela,Masculino,Homem cisgenero,Heterossexual
1000,51,Parda,Masculino,Homem cisgenero,Heterossexual
1001,25,Parda,Masculino,Homem cisgenero,Heterossexual
1002,40,Parda,Masculino,Homem cisgenero,Heterossexual
1003,30,Branca,Masculino,Mulher transexual,Nao se Aplica
1004,66,Parda,Masculino,Homem cisgenero,Heterossexual
1005,31,Branca,Masculino,Homem cisgenero,Heterossexual
1006,29,Parda,Masculino,Homem cisgenero,Heterossexual
1007,40,Branca,Masculino,Homem cisgenero,Heterossexual
1008,43,Preta,Masculino,Homem cisgenero,Heterossexual
1009,29,Branca,Feminino,Mulher cisgenero,Bissexual/Panssexual
1010,43,Parda,Masculino,Homem cisgenero,Heterossexual
1011,50,Branca,Masculino,Homem cisgenero,Heterossexual
1012,27,Indigena,Masculino,Homem cisgenero,Bissexual/Panssexual
1013,25,Parda,Masculino,Homem cisgenero,Heterossexual
1014,32,Parda,Masculino,Mulher transexual,Bissexual/Panssexual
1015,30,Branca,Masculino,Homem cisgenero,Heterossexual
1016,59,Branca,Masculino,Homem cisgenero,Gay
1017,38,Parda,Masculino,Homem cisgenero,Heterossexual
1018,40,Parda,Masculino,Homem cisgenero,Heterossexual
1019,38,Preta,Masculino,Homem cisgenero,Heterossexual
1020,52,Branca,Masculino,Homem cisgenero,Heterossexual
1021,60,Parda,Masculino,Homem cisgenero,Heterossexual
1022,35,Preta,Masculino,Homem cisgenero,Heterossexual
1023,35,Branca,Feminino,Mulher cisgenero,Heterossexual
1024,26,Preta,Masculino,Homem cisgenero,Heterossexual
1025,57,Parda,Masculino,Homem cisgenero,Heterossexual
1026,49,Branca,Masculino,Homem cisgenero,Heterossexual
1027,50,Parda,Masculino,Homem cisgenero,Heterossexual
1028,50,Branca,Masculino,Homem cisgenero,Heterossexual
1029,33,Parda,Masculino,Mulher transexual,Heterossexual
1030,37,Preta,Masculino,Homem cisgenero,Heterossexual
1031,39,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1032,45,Preta,Masculino,Homem cisgenero,Heterossexual
1033,42,Branca,Masculino,Homem cisgenero,Heterossexual
1034,57,Preta,Masculino,Homem cisgenero,Heterossexual
1035,28,Parda,Masculino,Homem cisgenero,Heterossexual
1036,38,Branca,Masculino,Homem cisgenero,Heterossexual
1037,49,Parda,Masculino,Homem cisgenero,Heterossexual
1038,52,Parda,Masculino,Homem cisgenero,Heterossexual
1039,25,Parda,Masculino,Homem cisgenero,Heterossexual
1040,37,Preta,Masculino,Homem cisgenero,Heterossexual
1041,42,Parda,Masculino,Homem cisgenero,Heterossexual
1042,50,Preta,Masculino,Homem cisgenero,Heterossexual
1043,40,Parda,Masculino,Homem cisgenero,Heterossexual
1044,50,Parda,Masculino,Homem cisgenero,Heterossexual
1045,36,Parda,Masculino,Homem cisgenero,Heterossexual
1046,34,Amarela,Masculino,Homem cisgenero,Heterossexual
1047,53,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1048,30,Parda,Masculino,Homem cisgenero,Heterossexual
1049,54,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1050,45,Branca,Feminino,Mulher cisgenero,Heterossexual
1051,24,Branca,Masculino,Homem cisgenero,Heterossexual
1052,34,Parda,Masculino,Homem cisgenero,Heterossexual
1053,42,Branca,Masculino,Homem cisgenero,Heterossexual
1054,47,Parda,Masculino,Homem cisgenero,Heterossexual
1055,46,Branca,Masculino,Homem cisgenero,Heterossexual
1056,50,Parda,Masculino,Homem cisgenero,Heterossexual
1057,49,Preta,Masculino,Homem cisgenero,Heterossexual
1058,53,Parda,Masculino,Homem cisgenero,Heterossexual
1059,49,Parda,Masculino,Homem cisgenero,Heterossexual
1060,53,Parda,Masculino,Homem cisgenero,Heterossexual
1061,46,Parda,Masculino,Homem cisgenero,Heterossexual
1062,58,Parda,Masculino,Homem cisgenero,Heterossexual
1063,35,Preta,Masculino,Homem cisgenero,Heterossexual
1064,39,Preta,Masculino,Homem cisgenero,Heterossexual
1065,34,Branca,Masculino,Homem cisgenero,Heterossexual
1066,40,Parda,Masculino,Homem cisgenero,Heterossexual
1067,49,Branca,Masculino,Homem cisgenero,Heterossexual
1068,36,Parda,Masculino,Homem cisgenero,Heterossexual
1069,36,Branca,Masculino,Homem cisgenero,Heterossexual
1070,60,Branca,Feminino,Mulher cisgenero,Heterossexual
1071,62,Branca,Masculino,Homem cisgenero,Heterossexual
1072,69,Parda,Masculino,Homem cisgenero,Heterossexual
1073,66,Branca,Masculino,Homem cisgenero,Heterossexual
1074,63,Parda,Feminino,Mulher cisgenero,Heterossexual
1075,62,Parda,Masculino,Homem cisgenero,Heterossexual
1076,65,Parda,Masculino,Homem cisgenero,Heterossexual
1077,65,Parda,Masculino,Homem cisgenero,Heterossexual
1078,62,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1079,63,Indigena,Masculino,Homem cisgenero,Heterossexual
1080,61,Parda,Masculino,Homem cisgenero,Heterossexual
1081,60,Parda,Masculino,Homem cisgenero,Heterossexual
1082,60,Parda,Masculino,Homem cisgenero,Heterossexual
1083,71,Parda,Masculino,Homem cisgenero,Heterossexual
1084,67,Parda,Masculino,Homem cisgenero,Heterossexual
1085,66,Preta,Masculino,Homem cisgenero,Heterossexual
1086,62,Parda,Masculino,Homem cisgenero,Heterossexual
1087,60,Branca,Masculino,Homem cisgenero,Heterossexual
1088,74,Parda,Masculino,Homem cisgenero,Heterossexual
1089,74,Parda,Masculino,Homem cisgenero,Heterossexual
1090,65,Branca,Masculino,Homem cisgenero,Heterossexual
1091,30,Parda,Feminino,Mulher cisgenero,Heterossexual
1092,56,Branca,Feminino,Mulher cisgenero,Heterossexual
1093,50,Branca,Feminino,Mulher cisgenero,Heterossexual
1094,41,Parda,Feminino,Mulher cisgenero,Heterossexual
1095,50,Preta,Feminino,Mulher cisgenero,Heterossexual
1096,22,Parda,Feminino,Mulher cisgenero,Heterossexual
1097,45,Parda,Masculino,Homem cisgenero,Heterossexual
1098,28,Preta,Feminino,Mulher cisgenero,Heterossexual
1099,33,Preta,Masculino,Homem cisgenero,Heterossexual
1100,33,Parda,Feminino,Mulher cisgenero,Heterossexual
1101,71,Parda,Masculino,Homem cisgenero,Heterossexual
1102,33,Preta,Masculino,Homem cisgenero,Heterossexual
1103,41,Parda,Masculino,Homem cisgenero,Heterossexual
1104,57,Parda,Masculino,Homem cisgenero,Heterossexual
1105,38,Parda,Masculino,Homem cisgenero,Heterossexual
1106,27,Parda,Masculino,Homem cisgenero,Heterossexual
1107,34,Preta,Masculino,Homem cisgenero,Bissexual/Panssexual
1108,63,Preta,Masculino,Nao se Aplica,Nao se Aplica
1109,21,Parda,Masculino,Homem cisgenero,Heterossexual
1110,47,Parda,Masculino,Homem cisgenero,Heterossexual
1111,45,Parda,Feminino,Mulher cisgenero,Heterossexual
1112,68,Branca,Feminino,Mulher cisgenero,Heterossexual
1113,62,Branca,Feminino,Mulher cisgenero,Heterossexual
1114,63,Parda,Masculino,Homem cisgenero,Heterossexual
1115,64,Parda,Masculino,Homem cisgenero,Heterossexual
1116,71,Parda,Masculino,Homem cisgenero,Heterossexual
1117,61,Parda,Masculino,Homem cisgenero,Heterossexual
1118,60,Branca,Feminino,Mulher cisgenero,Heterossexual
1119,62,Branca,Masculino,Homem cisgenero,Heterossexual
1120,66,Branca,Masculino,Homem cisgenero,Heterossexual
1121,63,Parda,Masculino,Homem cisgenero,Gay
1122,69,Parda,Masculino,Homem cisgenero,Heterossexual
1123,65,Parda,Masculino,Homem cisgenero,Heterossexual
1124,62,Parda,Masculino,Homem cisgenero,Heterossexual
1125,63,Parda,Masculino,Homem cisgenero,Heterossexual
1126,63,Parda,Masculino,Homem cisgenero,Heterossexual
1127,65,Branca,Masculino,Homem cisgenero,Heterossexual
1128,62,Parda,Masculino,Homem cisgenero,Nao Relatado
1129,60,Branca,Masculino,Homem cisgenero,Heterossexual
1130,29,Parda,Masculino,Homem cisgenero,Heterossexual
1131,49,Branca,Masculino,Homem cisgenero,Heterossexual
1132,63,Preta,Masculino,Homem cisgenero,Nao Relatado
1133,56,Parda,Masculino,Homem cisgenero,Heterossexual
1134,56,Indigena,Masculino,Homem cisgenero,Heterossexual
1135,55,Parda,Masculino,Homem cisgenero,Heterossexual
1136,53,Parda,Masculino,Homem cisgenero,Heterossexual
1137,54,Branca,Masculino,Homem cisgenero,Heterossexual
1138,59,Parda,Feminino,Mulher cisgenero,Heterossexual
1139,32,Preta,Masculino,Mulher transexual,Heterossexual
1140,48,Parda,Masculino,Homem cisgenero,Gay
1141,64,Parda,Masculino,Homem cisgenero,Nao Relatado
1142,43,Parda,Masculino,Homem cisgenero,Heterossexual
1143,36,Amarela,Masculino,Homem cisgenero,Heterossexual
1144,44,Parda,Masculino,Homem cisgenero,Heterossexual
1145,23,Parda,Masculino,Homem cisgenero,Heterossexual
1146,49,Parda,Masculino,Homem cisgenero,Heterossexual
1147,28,Parda,Masculino,Homem cisgenero,Heterossexual
1148,51,Parda,Masculino,Homem cisgenero,Heterossexual
1149,41,Branca,Masculino,Homem cisgenero,Heterossexual
1150,41,Parda,Masculino,Homem cisgenero,Heterossexual
1151,40,Parda,Masculino,Homem cisgenero,Heterossexual
1152,62,Indigena,Masculino,Homem cisgenero,Heterossexual
1153,37,Branca,Masculino,Homem cisgenero,Heterossexual
1154,35,Parda,Masculino,Homem cisgenero,Heterossexual
1155,36,Branca,Masculino,Homem cisgenero,Heterossexual
1156,46,Parda,Masculino,Homem cisgenero,Heterossexual
1157,24,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1158,49,Parda,Masculino,Homem cisgenero,Bissexual/Panssexual
1159,43,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1160,56,Branca,Masculino,Homem cisgenero,Heterossexual
1161,26,Preta,Masculino,Homem cisgenero,Heterossexual
1162,36,Parda,Masculino,Homem cisgenero,Heterossexual
1163,39,Parda,Masculino,Homem cisgenero,Heterossexual
1164,40,Parda,Masculino,Homem cisgenero,Heterossexual
1165,41,Parda,Masculino,Homem cisgenero,Heterossexual
1166,36,Branca,Masculino,Homem cisgenero,Heterossexual
1167,62,Parda,Masculino,Homem cisgenero,Heterossexual
1168,52,Preta,Masculino,Homem cisgenero,Heterossexual
1169,32,Parda,Feminino,Homem trans,Bissexual/Panssexual
1170,34,Preta,Masculino,Homem cisgenero,Heterossexual
1171,38,Preta,Masculino,Homem cisgenero,Heterossexual
1172,27,Preta,Masculino,Homem cisgenero,Heterossexual
1173,45,Parda,Feminino,Mulher cisgenero,Heterossexual
1174,29,Parda,Feminino,Mulher cisgenero,Heterossexual
1175,48,Prefere nao declarar,Feminino,Nao Relatado,Nao se Aplica
1176,32,Branca,Feminino,Mulher cisgenero,Heterossexual
1177,35,Parda,Feminino,Mulher cisgenero,Heterossexual
1178,48,Branca,Masculino,Homem cisgenero,Heterossexual
1179,47,Branca,Feminino,Mulher cisgenero,Heterossexual
1180,20,Parda,Feminino,Mulher cisgenero,Heterossexual
1181,45,Preta,Feminino,Mulher cisgenero,Heterossexual
1182,36,Preta,Masculino,Homem cisgenero,Heterossexual
1183,71,Branca,Masculino,Homem cisgenero,Heterossexual
1184,64,Branca,Masculino,Homem cisgenero,Heterossexual
1185,52,Parda,Masculino,Homem cisgenero,Heterossexual
1186,53,Branca,Masculino,Agenero,Heterossexual
1187,35,Branca,Feminino,Agenero,Heterossexual
1188,41,Preta,Masculino,Agenero,Heterossexual
1189,23,Indigena,Masculino,Mulher transexual,Assexual
1190,55,Preta,Masculino,Agenero,Heterossexual
1191,32,Parda,Masculino,Agenero,Heterossexual
1192,49,Branca,Masculino,Agenero,Heterossexual
1193,50,Branca,Masculino,Agenero,Heterossexual
1194,58,Parda,Masculino,Agenero,Gay
1195,54,Branca,Feminino,Agenero,Heterossexual
1196,62,Parda,Masculino,Homem cisgenero,Heterossexual
1197,65,Branca,Masculino,Homem cisgenero,Heterossexual
1198,42,Preta,Feminino,Mulher cisgenero,Heterossexual
1199,38,Branca,Feminino,Mulher cisgenero,Heterossexual
1200,32,Preta,Masculino,Homem cisgenero,Heterossexual
1201,62,Branca,Masculino,Homem cisgenero,Heterossexual
1202,47,Parda,Masculino,Homem cisgenero,Heterossexual
1203,29,Parda,Masculino,Homem cisgenero,Heterossexual
1204,75,Branca,Feminino,Mulher cisgenero,Heterossexual
1205,38,Prefere nao declarar,Masculino,Homem cisgenero,Gay
1206,41,Parda,Masculino,Homem cisgenero,Heterossexual
1207,47,Preta,Masculino,Homem cisgenero,Heterossexual
1208,74,Preta,Masculino,Homem cisgenero,Heterossexual
1209,33,Preta,Feminino,Mulher cisgenero,Heterossexual
1210,65,Parda,Feminino,Mulher cisgenero,Heterossexual
1211,57,Parda,Feminino,Mulher cisgenero,Heterossexual
1212,49,Preta,Masculino,Homem cisgenero,Heterossexual
1213,47,Parda,Feminino,Mulher cisgenero,Heterossexual
1214,47,Branca,Feminino,Mulher cisgenero,Heterossexual
1215,43,Parda,Feminino,Mulher cisgenero,Heterossexual
1216,52,Parda,Masculino,Homem cisgenero,Heterossexual
1217,55,Preta,Masculino,Homem cisgenero,Heterossexual
1218,60,Branca,Masculino,Homem cisgenero,Heterossexual
1219,39,Parda,Feminino,Mulher cisgenero,Heterossexual
1220,37,Branca,Masculino,Homem cisgenero,Heterossexual
1221,49,Branca,Masculino,Homem cisgenero,Heterossexual
1222,54,Branca,Masculino,Homem cisgenero,Heterossexual
1223,51,Parda,Masculino,Homem cisgenero,Heterossexual
1224,56,Preta,Masculino,Nao se Aplica,Heterossexual
1225,48,Branca,Masculino,Homem cisgenero,Heterossexual
1226,41,Parda,Masculino,Homem cisgenero,Heterossexual
1227,26,Preta,Masculino,Homem cisgenero,Heterossexual
1228,24,Preta,Masculino,Homem cisgenero,Heterossexual
1229,47,Branca,Masculino,Homem cisgenero,Heterossexual
1230,31,Parda,Masculino,Homem cisgenero,Heterossexual
1231,38,Parda,Feminino,Mulher cisgenero,Heterossexual
1232,58,Branca,Feminino,Mulher cisgenero,Nao Relatado
1233,38,Preta,Masculino,Homem cisgenero,Heterossexual
1234,56,Parda,Masculino,Homem cisgenero,Heterossexual
1235,41,Amarela,Masculino,Homem cisgenero,Heterossexual
1236,66,Parda,Masculino,Homem cisgenero,Heterossexual
1237,38,Amarela,Masculino,Homem cisgenero,Heterossexual
1238,55,Parda,Masculino,Homem cisgenero,Heterossexual
1239,44,Preta,Feminino,Mulher cisgenero,Heterossexual
1240,60,Branca,Masculino,Homem cisgenero,Heterossexual
1241,37,Branca,Masculino,Homem cisgenero,Heterossexual
1242,34,Parda,Masculino,Homem cisgenero,Heterossexual
1243,41,Parda,Feminino,Mulher cisgenero,Heterossexual
1244,38,Branca,Masculino,Homem cisgenero,Heterossexual
1245,40,Parda,Masculino,Homem cisgenero,Heterossexual
1246,63,Parda,Masculino,Homem cisgenero,Heterossexual
1247,50,Parda,Masculino,Homem cisgenero,Heterossexual
1248,22,Preta,Masculino,Homem cisgenero,Heterossexual
1249,41,Parda,Masculino,Homem cisgenero,Heterossexual
1250,38,Branca,Feminino,Mulher cisgenero,Heterossexual
1251,50,Parda,Masculino,Homem cisgenero,Gay
1252,53,Parda,Masculino,Homem cisgenero,Heterossexual
1253,66,Branca,Masculino,Homem cisgenero,Heterossexual
1254,37,Parda,Feminino,Mulher cisgenero,Heterossexual
1255,37,Parda,Masculino,Homem cisgenero,Heterossexual
1256,50,Parda,Masculino,Homem cisgenero,Heterossexual
1257,43,Preta,Masculino,Homem cisgenero,Heterossexual
1258,55,Preta,Masculino,Homem cisgenero,Heterossexual
1259,27,Branca,Masculino,Homem cisgenero,Heterossexual
1260,41,Parda,Masculino,Homem cisgenero,Heterossexual
1261,69,Branca,Feminino,Mulher cisgenero,Heterossexual
1262,58,Parda,Feminino,Mulher cisgenero,Heterossexual
1263,54,Parda,Feminino,Mulher cisgenero,Heterossexual
1264,35,Parda,Feminino,Mulher cisgenero,Heterossexual
1265,42,Branca,Feminino,Mulher cisgenero,Heterossexual
1266,40,Branca,Masculino,Homem cisgenero,Heterossexual
1267,60,Parda,Masculino,Homem cisgenero,Heterossexual
1268,37,Branca,Feminino,Mulher cisgenero,Heterossexual
1269,63,Parda,Masculino,Homem cisgenero,Heterossexual
1270,52,Branca,Masculino,Homem cisgenero,Heterossexual
1271,57,Branca,Masculino,Homem cisgenero,Heterossexual
1272,31,Branca,Masculino,Homem cisgenero,Heterossexual
1273,61,Parda,Masculino,Homem cisgenero,Heterossexual
1274,51,Parda,Masculino,Homem cisgenero,Heterossexual
1275,61,Parda,Feminino,Mulher cisgenero,Heterossexual
1276,45,Preta,Feminino,Mulher cisgenero,Heterossexual
1277,29,Preta,Masculino,Homem cisgenero,Heterossexual
1278,55,Parda,Feminino,Mulher cisgenero,Heterossexual
1279,49,Branca,Masculino,Homem cisgenero,Heterossexual
1280,42,Branca,Masculino,Homem cisgenero,Heterossexual
1281,42,Preta,Masculino,Homem cisgenero,Heterossexual
1282,48,Preta,Masculino,Homem cisgenero,Heterossexual
1283,25,Parda,Masculino,Homem cisgenero,Heterossexual
1284,30,Branca,Masculino,Homem cisgenero,Heterossexual
1285,45,Preta,Masculino,Homem cisgenero,Heterossexual
1286,54,Branca,Masculino,Homem cisgenero,Heterossexual
1287,58,Preta,Masculino,Homem cisgenero,Heterossexual
1288,29,Parda,Feminino,Mulher cisgenero,Heterossexual
1289,64,Parda,Masculino,Homem cisgenero,Heterossexual
1290,73,Parda,Masculino,Homem cisgenero,Heterossexual
1291,31,Parda,Masculino,Homem cisgenero,Heterossexual
1292,37,Parda,Masculino,Homem cisgenero,Heterossexual
1293,30,Parda,Masculino,Homem cisgenero,Heterossexual
1294,48,Parda,Masculino,Homem cisgenero,Heterossexual
1295,49,Parda,Masculino,Homem cisgenero,Heterossexual
1296,41,Parda,Masculino,Homem cisgenero,Heterossexual
1297,34,Preta,Masculino,Homem cisgenero,Heterossexual
1298,34,Preta,Feminino,Mulher cisgenero,Heterossexual
1299,24,Parda,Masculino,Homem cisgenero,Heterossexual
1300,23,Parda,Masculino,Homem cisgenero,Heterossexual
1301,41,Parda,Masculino,Homem cisgenero,Heterossexual
1302,48,Parda,Masculino,Homem cisgenero,Heterossexual
1303,43,Parda,Masculino,Homem cisgenero,Heterossexual
1304,61,Branca,Masculino,Homem cisgenero,Heterossexual
1305,52,Parda,Masculino,Homem cisgenero,Heterossexual
1306,19,Branca,Feminino,Mulher cisgenero,Bissexual/Panssexual
1307,40,Parda,Masculino,Homem cisgenero,Heterossexual
1308,39,Parda,Feminino,Mulher cisgenero,Heterossexual
1309,47,Preta,Feminino,Mulher cisgenero,Heterossexual
1310,40,Preta,Masculino,Homem cisgenero,Heterossexual
1311,47,Parda,Masculino,Mulher transexual,Heterossexual
1312,44,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1313,21,Parda,Feminino,Mulher cisgenero,Heterossexual
1314,58,Branca,Masculino,Homem cisgenero,Heterossexual
1315,38,Parda,Feminino,Mulher cisgenero,Heterossexual
1316,34,Preta,Masculino,Mulher transexual,Heterossexual
1317,38,Preta,Feminino,Homem trans,Assexual
1318,30,Parda,Masculino,Homem cisgenero,Heterossexual
1319,59,Branca,Masculino,Homem cisgenero,Heterossexual
1320,46,Preta,Masculino,Homem cisgenero,Heterossexual
1321,33,Parda,Masculino,Homem cisgenero,Heterossexual
1322,64,Preta,Masculino,Homem cisgenero,Heterossexual
1323,42,Preta,Masculino,Homem cisgenero,Heterossexual
1324,43,Parda,Masculino,Homem cisgenero,Heterossexual
1325,65,Preta,Masculino,Homem cisgenero,Heterossexual
1326,51,Branca,Masculino,Homem cisgenero,Heterossexual
1327,49,Parda,Masculino,Homem cisgenero,Heterossexual
1328,45,Preta,Masculino,Homem cisgenero,Heterossexual
1329,49,Parda,Masculino,Homem cisgenero,Heterossexual
1330,48,Branca,Masculino,Homem cisgenero,Heterossexual
1331,46,Preta,Masculino,Homem cisgenero,Heterossexual
1332,67,Parda,Masculino,Homem cisgenero,Heterossexual
1333,46,Preta,Masculino,Homem cisgenero,Heterossexual
1334,67,Preta,Masculino,Homem cisgenero,Heterossexual
1335,39,Parda,Masculino,Homem cisgenero,Heterossexual
1336,28,Parda,Masculino,Homem cisgenero,Heterossexual
1337,55,Parda,Masculino,Homem cisgenero,Heterossexual
1338,51,Branca,Masculino,Homem cisgenero,Heterossexual
1339,55,Branca,Masculino,Homem cisgenero,Heterossexual
1340,54,Parda,Masculino,Homem cisgenero,Heterossexual
1341,41,Preta,Masculino,Homem cisgenero,Heterossexual
1342,43,Parda,Masculino,Homem cisgenero,Heterossexual
1343,31,Parda,Masculino,Mulher transexual,Heterossexual
1344,30,Preta,Masculino,Homem cisgenero,Heterossexual
1345,43,Parda,Masculino,Homem cisgenero,Heterossexual
1346,47,Parda,Masculino,Homem cisgenero,Heterossexual
1347,36,Parda,Masculino,Homem cisgenero,Gay
1348,47,Parda,Masculino,Homem cisgenero,Heterossexual
1349,41,Preta,Feminino,Mulher cisgenero,Heterossexual
1350,38,Preta,Masculino,Homem cisgenero,Heterossexual
1351,39,Branca,Masculino,Homem cisgenero,Heterossexual
1352,59,Preta,Masculino,Homem cisgenero,Heterossexual
1353,59,Branca,Masculino,Homem cisgenero,Heterossexual
1354,56,Parda,Masculino,Mulher transexual,Gay
1355,49,Parda,Masculino,Homem cisgenero,Heterossexual
1356,41,Preta,Masculino,Homem cisgenero,Heterossexual
1357,32,Branca,Masculino,Homem cisgenero,Heterossexual
1358,33,Indigena,Masculino,Homem cisgenero,Heterossexual
1359,46,Parda,Masculino,Homem cisgenero,Heterossexual
1360,68,Preta,Masculino,Homem cisgenero,Heterossexual
1361,29,Parda,Masculino,Homem cisgenero,Heterossexual
1362,30,Parda,Masculino,Homem cisgenero,Heterossexual
1363,34,Preta,Masculino,Mulher transexual,Heterossexual
1364,21,Branca,Masculino,Agenero,Gay
1365,30,Branca,Masculino,Homem cisgenero,Heterossexual
1366,40,Parda,Masculino,Homem cisgenero,Heterossexual
1367,55,Branca,Masculino,Homem cisgenero,Heterossexual
1368,45,Branca,Masculino,Homem cisgenero,Heterossexual
1369,34,Parda,Masculino,Homem cisgenero,Heterossexual
1370,51,Branca,Masculino,Homem cisgenero,Heterossexual
1371,31,Branca,Masculino,Homem cisgenero,Heterossexual
1372,50,Preta,Masculino,Homem cisgenero,Heterossexual
1373,55,Preta,Masculino,Homem cisgenero,Heterossexual
1374,36,Parda,Masculino,Homem cisgenero,Nao se Aplica
1375,58,Parda,Masculino,Homem cisgenero,Heterossexual
1376,41,Parda,Masculino,Homem cisgenero,Heterossexual
1377,47,Parda,Masculino,Homem cisgenero,Gay
1378,42,Parda,Masculino,Homem cisgenero,Heterossexual
1379,29,Preta,Masculino,Homem cisgenero,Heterossexual
1380,42,Preta,Masculino,Homem cisgenero,Heterossexual
1381,42,Branca,Masculino,Homem cisgenero,Heterossexual
1382,43,Preta,Masculino,Homem cisgenero,Heterossexual
1383,25,Branca,Masculino,Homem cisgenero,Heterossexual
1384,41,Parda,Feminino,Mulher cisgenero,Heterossexual
1385,39,Parda,Feminino,Mulher cisgenero,Heterossexual
1386,31,Preta,Feminino,Mulher cisgenero,Bissexual/Panssexual
1387,28,Parda,Masculino,Homem cisgenero,Heterossexual
1388,30,Parda,Masculino,Homem cisgenero,Heterossexual
1389,49,Parda,Feminino,Mulher cisgenero,Heterossexual
1390,36,Parda,Feminino,Mulher cisgenero,Heterossexual
1391,23,Parda,Masculino,Homem cisgenero,Heterossexual
1392,24,Preta,Masculino,Homem cisgenero,Heterossexual
1393,47,Branca,Feminino,Mulher cisgenero,Heterossexual
1394,28,Branca,Feminino,Homem trans,Heterossexual
1395,43,Preta,Masculino,Homem cisgenero,Heterossexual
1396,45,Parda,Masculino,Mulher transexual,Gay
1397,40,Parda,Masculino,Homem cisgenero,Heterossexual
1398,45,Preta,Masculino,Homem cisgenero,Heterossexual
1399,43,Preta,Masculino,Homem cisgenero,Heterossexual
1400,35,Preta,Masculino,Homem cisgenero,Heterossexual
1401,31,Parda,Feminino,Mulher cisgenero,Lesbica
1402,25,Preta,Masculino,Homem cisgenero,Heterossexual
1403,28,Preta,Masculino,Homem cisgenero,Heterossexual
1404,31,Parda,Masculino,Homem cisgenero,Heterossexual
1405,42,Branca,Feminino,Mulher cisgenero,Heterossexual
1406,41,Parda,Masculino,Homem cisgenero,Heterossexual
1407,60,Parda,Masculino,Homem cisgenero,Heterossexual
1408,54,Amarela,Masculino,Homem cisgenero,Heterossexual
1409,51,Parda,Masculino,Homem cisgenero,Heterossexual
1410,65,Branca,Masculino,Homem cisgenero,Heterossexual
1411,35,Parda,Masculino,Mulher transexual,Gay
1412,34,Preta,Masculino,Homem cisgenero,Heterossexual
1413,56,Branca,Masculino,Homem cisgenero,Heterossexual
1414,27,Branca,Masculino,Homem cisgenero,Heterossexual
1415,44,Preta,Masculino,Homem cisgenero,Heterossexual
1416,54,Parda,Masculino,Homem cisgenero,Heterossexual
1417,41,Branca,Masculino,Homem cisgenero,Heterossexual
1418,32,Parda,Masculino,Homem cisgenero,Heterossexual
1419,48,Parda,Masculino,Homem cisgenero,Heterossexual
